id,idade,genero,estado,curso_faculdade,ano_formatura,possui_estagio,cursos_extras,certificacoes,linguagens_conhecidas,tecnologias_domina,tempo_busca_meses,vagas_aplicadas,entrevistas_realizadas,rejeicoes_recebidas,feedbacks_recebidos,trabalhos_freelancer,maior_dificuldade,sentiu_preparado,participou_programas_treinamento,contatos_profissionais,conseguiu_emprego,tempo_ate_emprego,tipo_empresa,tipo_contrato
832,18,Outro,SP,"Análise de Sistemas",2022,0,"Curso de SQL","Certificado Google",C#,.NET,1,1,26,17,2,0,"Falta de experiência",1,0,32,0,6,"Órgão Público",PJ
833,21,Feminino,BA,"Análise de Sistemas",2021,0,"Curso de Frontend",Nenhum,Java,.NET,9,167,28,13,9,0,"Mercado competitivo",1,0,15,0,5,"Empresa Média",CLT
834,28,Masculino,RS,"Análise de Sistemas",2016,1,"Curso de Python","Certificado Google",PHP,.NET,12,59,27,32,11,1,"Mercado competitivo",1,1,27,0,12,"Órgão Público",Freelancer
835,24,Feminino,PE,"Engenharia da Computação",2020,1,"Curso de Frontend","Certificado Oracle",C#,React,12,55,25,23,15,0,"Pouco networking",0,1,39,0,9,"Grande Empresa",CLT
836,23,Feminino,PR,"Análise de Sistemas",2020,0,"Curso de Cloud","Certificado Azure",Python,Flutter,13,27,28,17,18,0,"Falta de experiência",1,1,46,0,7,"Empresa Média",Temporário
837,32,Feminino,SP,"Análise de Sistemas",2017,0,"Curso de Cloud",Nenhum,Python,Angular,1,122,25,23,15,0,"Não sei o que melhorar",0,1,9,0,2,"Empresa Média",PJ
838,26,Outro,RJ,"Análise de Sistemas",2024,1,"Curso de Python","Certificado AWS",PHP,Flutter,2,114,17,6,19,0,"Falta de experiência",1,0,43,0,3,Startup,Temporário
839,31,Outro,DF,"Ciência da Computação",2025,0,"Curso de SQL","Certificado AWS",Ruby,Laravel,17,34,19,33,8,0,"Falta de experiência",0,0,22,0,5,"Empresa Média",PJ
840,23,Masculino,DF,"Redes de Computadores",2024,1,"Curso de Frontend",Nenhum,Ruby,.NET,10,187,11,6,9,1,"Pouco networking",1,0,33,0,12,Multinacional,PJ
841,30,Masculino,DF,"Engenharia da Computação",2024,1,"Curso de Frontend","Certificado AWS",C#,Node.js,8,178,12,22,19,0,"Despreparo técnico",1,0,43,0,1,Multinacional,PJ
842,27,Masculino,RS,"Redes de Computadores",2025,1,"Curso de SQL","Certificado Azure",C#,React,18,87,28,18,1,0,"Falta de experiência",1,1,23,1,6,Startup,Temporário
843,18,Feminino,SC,"Sistemas de Informação",2020,1,"Curso de Dados","Certificado Oracle",C#,Angular,23,64,20,19,19,0,"Falta de experiência",1,1,36,1,4,"Empresa Média",Freelancer
844,25,Outro,PR,"Redes de Computadores",2020,1,Nenhum,"Certificado AWS",Ruby,Node.js,13,133,20,18,16,0,"Não sei o que melhorar",0,0,21,1,10,"Grande Empresa",PJ
845,31,Feminino,MG,"Ciência da Computação",2018,1,"Curso de SQL","Certificado Azure",Python,Laravel,0,94,9,9,19,0,"Não sei o que melhorar",0,0,38,0,3,Multinacional,Freelancer
846,28,Feminino,PE,"Ciência da Computação",2022,0,Nenhum,Nenhum,Java,Spring,3,198,17,44,13,1,"Falta de experiência",1,0,32,1,8,Startup,PJ
847,18,Feminino,SC,"Ciência da Computação",2017,1,"Curso de Cloud","Certificado Oracle",Ruby,Django,21,68,2,19,13,0,"Falta de experiência",0,0,12,0,12,"Grande Empresa",CLT
848,23,Feminino,BA,"Redes de Computadores",2024,1,"Curso de Frontend","Certificado AWS",Java,Django,2,69,12,4,3,0,"Não sei o que melhorar",0,1,49,0,11,"Órgão Público",Temporário
849,20,Feminino,RJ,"Sistemas de Informação",2025,1,"Curso de Cloud",Nenhum,Java,Spring,6,122,6,15,16,0,"Despreparo técnico",1,1,41,0,3,Multinacional,PJ
850,27,Outro,BA,"Engenharia da Computação",2015,0,"Curso de Python","Certificado Google",TypeScript,.NET,9,150,17,34,14,0,"Falta de experiência",1,1,27,0,6,Startup,PJ
851,30,Feminino,DF,"Sistemas de Informação",2024,1,Nenhum,"Certificado AWS",Go,Node.js,4,25,1,46,10,0,"Não sei o que melhorar",1,0,5,0,6,Startup,CLT
852,27,Outro,BA,"Ciência da Computação",2025,1,"Curso de SQL","Certificado Google",TypeScript,React,11,34,14,45,1,0,"Despreparo técnico",0,0,11,0,3,"Grande Empresa",CLT
853,24,Masculino,RS,"Análise de Sistemas",2018,1,Nenhum,"Certificado Oracle",C#,Flutter,11,150,9,12,6,1,"Falta de experiência",1,1,15,1,2,"Órgão Público",CLT
854,24,Masculino,PE,"Ciência da Computação",2021,1,Nenhum,Nenhum,Ruby,Node.js,6,70,28,30,5,0,"Não sei o que melhorar",0,1,46,1,2,"Órgão Público",Temporário
855,19,Feminino,RS,"Redes de Computadores",2025,1,"Curso de Python","Certificado Oracle",Java,.NET,13,105,27,3,11,0,"Mercado competitivo",1,1,44,1,4,Multinacional,Freelancer
856,20,Masculino,PE,"Engenharia da Computação",2023,1,"Curso de SQL","Certificado AWS",JavaScript,Django,21,123,10,43,6,0,"Mercado competitivo",0,0,38,0,11,"Órgão Público",CLT
857,22,Feminino,DF,"Sistemas de Informação",2025,1,"Curso de Dados","Certificado Oracle",Java,.NET,22,48,11,11,18,0,"Pouco networking",1,1,43,1,5,Startup,CLT
858,25,Masculino,RS,"Engenharia da Computação",2016,1,"Curso de Python","Certificado Google",Ruby,.NET,20,152,8,6,15,0,"Não sei o que melhorar",0,0,44,1,9,"Órgão Público",Temporário
859,24,Masculino,DF,"Análise de Sistemas",2024,0,"Curso de Cloud",Nenhum,JavaScript,Laravel,15,165,5,19,7,1,"Falta de experiência",1,0,47,0,2,"Órgão Público",Estágio
860,24,Outro,RS,"Ciência da Computação",2023,0,"Curso de Frontend","Certificado Oracle",JavaScript,Laravel,13,73,5,42,13,1,"Falta de experiência",1,0,23,1,3,"Órgão Público",Estágio
861,28,Masculino,RJ,"Engenharia da Computação",2022,1,"Curso de Dados","Certificado AWS",Go,React,23,168,8,46,16,0,"Despreparo técnico",1,0,26,0,9,Multinacional,Temporário
862,18,Masculino,BA,"Sistemas de Informação",2019,1,"Curso de Python",Nenhum,C#,Flutter,20,77,10,29,17,0,"Não sei o que melhorar",1,0,11,1,6,Multinacional,CLT
863,30,Outro,SC,"Engenharia da Computação",2024,1,Nenhum,"Certificado AWS",TypeScript,Spring,3,22,2,3,2,0,"Despreparo técnico",0,0,49,1,12,"Grande Empresa",PJ
864,32,Masculino,SP,"Redes de Computadores",2023,1,"Curso de SQL","Certificado Google",Go,Flutter,21,131,16,42,11,0,"Falta de experiência",0,0,48,0,4,Startup,Temporário
865,21,Masculino,DF,"Engenharia da Computação",2022,1,Nenhum,"Certificado Oracle",Python,Django,5,11,17,40,5,0,"Falta de experiência",1,0,0,1,2,Multinacional,Temporário
866,19,Masculino,SC,"Engenharia da Computação",2024,1,"Curso de Dados",Nenhum,C#,Django,13,127,16,43,13,1,"Não sei o que melhorar",0,0,1,1,2,Startup,Freelancer
867,24,Feminino,PE,"Análise de Sistemas",2025,1,"Curso de Frontend","Certificado Oracle",TypeScript,Laravel,5,143,26,14,15,1,"Mercado competitivo",1,0,21,1,8,Startup,Estágio
868,32,Feminino,RS,"Análise de Sistemas",2018,1,Nenhum,"Certificado AWS",Java,React,18,127,24,8,8,0,"Não sei o que melhorar",0,1,32,1,11,"Grande Empresa",PJ
869,18,Masculino,BA,"Engenharia da Computação",2022,1,"Curso de Cloud","Certificado Azure",Python,React,3,110,11,11,0,0,"Não sei o que melhorar",1,0,24,1,11,"Empresa Média",CLT
870,19,Feminino,RJ,"Engenharia da Computação",2019,1,"Curso de Cloud","Certificado Oracle",TypeScript,Django,11,95,27,8,2,0,"Pouco networking",1,1,21,0,9,"Empresa Média",Temporário
871,28,Masculino,PR,"Engenharia da Computação",2019,0,"Curso de Frontend","Certificado Google",JavaScript,Laravel,1,144,12,43,3,0,"Mercado competitivo",0,0,30,0,1,"Órgão Público",Freelancer
872,21,Feminino,BA,"Análise de Sistemas",2017,1,"Curso de Python","Certificado Google",Ruby,Flutter,9,50,0,17,13,0,"Não sei o que melhorar",1,0,12,1,9,Multinacional,Temporário
873,30,Feminino,BA,"Ciência da Computação",2022,0,Nenhum,Nenhum,Go,Spring,14,86,11,28,14,1,"Despreparo técnico",0,1,39,1,6,"Empresa Média",Freelancer
874,31,Outro,PR,"Ciência da Computação",2018,0,"Curso de Frontend","Certificado Google",Python,.NET,20,10,20,17,12,0,"Despreparo técnico",0,0,7,1,9,"Órgão Público",Temporário
875,25,Masculino,PR,"Análise de Sistemas",2017,1,"Curso de Cloud","Certificado Google",JavaScript,.NET,17,60,10,39,17,0,"Não sei o que melhorar",1,0,0,0,7,Multinacional,CLT
876,20,Feminino,RS,"Engenharia da Computação",2017,1,"Curso de Frontend","Certificado Oracle",Go,Django,13,131,17,0,5,0,"Despreparo técnico",0,1,26,1,3,"Grande Empresa",Freelancer
877,18,Feminino,DF,"Engenharia da Computação",2016,1,Nenhum,"Certificado AWS",PHP,.NET,2,78,18,46,15,0,"Não sei o que melhorar",1,1,10,0,1,"Empresa Média",Freelancer
878,19,Feminino,PE,"Ciência da Computação",2024,1,"Curso de SQL",Nenhum,JavaScript,Node.js,14,190,28,45,13,0,"Não sei o que melhorar",1,0,4,1,6,Multinacional,Freelancer
879,28,Feminino,RJ,"Sistemas de Informação",2022,0,"Curso de Frontend","Certificado AWS",Ruby,Django,10,182,8,31,7,1,"Mercado competitivo",1,0,0,0,5,"Órgão Público",Temporário
880,23,Outro,BA,"Redes de Computadores",2015,1,Nenhum,"Certificado Azure",TypeScript,React,13,117,9,38,18,0,"Mercado competitivo",1,1,23,1,12,Startup,Freelancer
881,22,Feminino,DF,"Redes de Computadores",2019,1,"Curso de SQL","Certificado Oracle",PHP,Node.js,18,178,3,45,4,0,"Não sei o que melhorar",1,1,6,1,4,"Empresa Média",Estágio
882,22,Feminino,PR,"Análise de Sistemas",2017,1,Nenhum,"Certificado Google",Ruby,Flutter,2,178,3,44,3,0,"Não sei o que melhorar",0,1,31,1,4,Startup,Estágio
883,31,Masculino,DF,"Engenharia da Computação",2019,1,"Curso de SQL","Certificado Google",Java,Node.js,5,32,3,7,7,0,"Não sei o que melhorar",1,0,47,0,7,"Órgão Público",Freelancer
884,32,Outro,BA,"Sistemas de Informação",2019,0,Nenhum,Nenhum,Python,React,12,68,2,23,1,1,"Despreparo técnico",1,0,27,0,5,Multinacional,PJ
885,26,Outro,MG,"Sistemas de Informação",2018,1,"Curso de SQL","Certificado Google",PHP,Django,13,130,19,13,8,0,"Falta de experiência",1,0,13,1,4,"Órgão Público",CLT
886,20,Outro,PE,"Ciência da Computação",2024,1,"Curso de Cloud","Certificado AWS",JavaScript,.NET,22,60,19,17,15,1,"Não sei o que melhorar",0,0,18,0,7,"Órgão Público",Estágio
887,31,Outro,DF,"Engenharia da Computação",2016,1,"Curso de Python","Certificado Google",Go,Laravel,4,112,6,17,3,1,"Falta de experiência",0,1,48,1,10,"Órgão Público",Freelancer
888,26,Feminino,BA,"Engenharia da Computação",2016,1,"Curso de Frontend","Certificado Google",Go,Spring,12,8,20,12,5,0,"Não sei o que melhorar",1,0,15,0,2,Startup,CLT
889,31,Feminino,BA,"Engenharia da Computação",2018,1,"Curso de Dados","Certificado Oracle",TypeScript,Angular,3,41,19,29,19,0,"Falta de experiência",0,0,12,0,3,"Grande Empresa",Estágio
890,24,Feminino,BA,"Análise de Sistemas",2025,1,"Curso de SQL","Certificado Azure",Ruby,Angular,7,34,27,49,4,0,"Despreparo técnico",1,0,23,1,8,Multinacional,Freelancer
891,31,Outro,SP,"Análise de Sistemas",2016,1,"Curso de Cloud","Certificado Azure",Ruby,Laravel,16,7,4,32,14,1,"Não sei o que melhorar",1,1,47,0,4,Startup,Estágio
892,32,Outro,BA,"Sistemas de Informação",2021,1,Nenhum,"Certificado Google",Ruby,Django,0,19,13,45,5,0,"Não sei o que melhorar",1,0,31,0,3,Multinacional,CLT
893,24,Outro,DF,"Sistemas de Informação",2022,0,"Curso de SQL","Certificado AWS",Ruby,Flutter,8,165,3,0,15,1,"Falta de experiência",1,0,35,0,1,Startup,CLT
894,23,Feminino,BA,"Sistemas de Informação",2021,1,"Curso de Dados","Certificado Oracle",Ruby,React,2,57,3,35,4,1,"Despreparo técnico",0,0,13,0,7,Startup,Estágio
895,18,Outro,BA,"Análise de Sistemas",2021,1,"Curso de Dados","Certificado Oracle",TypeScript,Angular,2,12,0,44,7,0,"Falta de experiência",1,0,2,1,2,Startup,CLT
896,31,Feminino,DF,"Sistemas de Informação",2017,0,"Curso de Cloud",Nenhum,JavaScript,Flutter,5,77,7,2,10,0,"Despreparo técnico",0,0,0,1,3,"Órgão Público",CLT
897,30,Outro,BA,"Engenharia da Computação",2025,1,Nenhum,"Certificado Google",Ruby,Laravel,12,57,26,25,19,0,"Pouco networking",1,0,8,1,1,"Grande Empresa",Estágio
898,20,Masculino,PR,"Análise de Sistemas",2022,0,Nenhum,Nenhum,Python,Node.js,17,89,2,6,7,0,"Despreparo técnico",1,0,15,0,8,Startup,PJ
899,30,Masculino,DF,"Análise de Sistemas",2017,0,"Curso de Cloud","Certificado Oracle",Java,Spring,10,79,20,9,19,0,"Não sei o que melhorar",0,1,32,0,12,"Grande Empresa",Freelancer
900,29,Masculino,SC,"Ciência da Computação",2016,0,"Curso de Cloud","Certificado Oracle",PHP,Flutter,16,135,11,42,3,0,"Despreparo técnico",1,0,9,1,3,"Empresa Média",CLT
901,24,Outro,BA,"Análise de Sistemas",2024,0,"Curso de Frontend","Certificado Oracle",JavaScript,Node.js,12,117,11,7,11,0,"Pouco networking",1,0,8,1,3,"Empresa Média",Estágio
902,31,Outro,SP,"Ciência da Computação",2022,1,"Curso de Dados","Certificado Azure",PHP,Laravel,9,97,7,38,2,0,"Mercado competitivo",1,0,10,1,10,"Grande Empresa",Freelancer
903,32,Masculino,MG,"Análise de Sistemas",2015,1,Nenhum,"Certificado AWS",Java,Node.js,3,156,12,39,13,1,"Mercado competitivo",0,0,27,0,8,"Órgão Público",CLT
904,23,Feminino,DF,"Sistemas de Informação",2020,1,"Curso de Python","Certificado Oracle",C#,Flutter,15,108,22,7,10,0,"Não sei o que melhorar",0,1,28,1,3,Multinacional,Freelancer
905,23,Masculino,MG,"Redes de Computadores",2016,1,"Curso de SQL",Nenhum,Python,.NET,5,131,18,6,15,0,"Mercado competitivo",1,1,9,1,12,Multinacional,PJ
906,20,Masculino,SP,"Sistemas de Informação",2021,1,"Curso de Frontend","Certificado Google",Go,Flutter,23,166,8,46,16,0,"Pouco networking",0,0,11,0,5,"Órgão Público",Temporário
907,23,Outro,SC,"Sistemas de Informação",2022,0,"Curso de Cloud",Nenhum,JavaScript,.NET,1,176,7,29,4,0,"Não sei o que melhorar",1,1,39,0,4,"Órgão Público",CLT
908,20,Outro,MG,"Engenharia da Computação",2018,1,"Curso de SQL",Nenhum,Go,Flutter,6,135,17,40,7,0,"Pouco networking",1,0,18,1,7,Startup,Freelancer
909,24,Masculino,SP,"Análise de Sistemas",2015,1,"Curso de Cloud","Certificado AWS",JavaScript,Django,13,128,14,22,16,1,"Despreparo técnico",0,1,41,0,1,Multinacional,Freelancer
910,30,Outro,DF,"Redes de Computadores",2017,1,"Curso de SQL",Nenhum,C#,React,14,128,13,13,1,0,"Falta de experiência",1,1,47,0,2,"Empresa Média",CLT
911,32,Feminino,PR,"Redes de Computadores",2015,1,"Curso de SQL","Certificado Azure",TypeScript,Angular,23,98,14,45,2,1,"Mercado competitivo",0,0,26,1,3,"Empresa Média",Temporário
912,24,Feminino,BA,"Engenharia da Computação",2015,0,"Curso de Frontend",Nenhum,Python,React,3,93,26,47,2,1,"Despreparo técnico",0,0,36,0,6,"Órgão Público",PJ
913,31,Feminino,PE,"Ciência da Computação",2016,1,"Curso de Cloud","Certificado Oracle",Go,React,11,4,20,18,15,1,"Mercado competitivo",1,1,35,0,2,"Grande Empresa",PJ
914,31,Outro,PE,"Redes de Computadores",2024,1,"Curso de SQL","Certificado Oracle",Ruby,Angular,15,136,13,12,16,0,"Falta de experiência",1,1,23,1,10,"Empresa Média",Estágio
915,24,Feminino,DF,"Análise de Sistemas",2023,1,Nenhum,"Certificado Oracle",PHP,Node.js,20,41,13,32,17,0,"Pouco networking",0,1,29,1,6,"Empresa Média",PJ
916,24,Masculino,DF,"Sistemas de Informação",2021,1,"Curso de Frontend","Certificado AWS",Java,Django,16,120,26,31,9,0,"Não sei o que melhorar",0,1,2,1,1,Multinacional,PJ
917,20,Masculino,RS,"Engenharia da Computação",2018,1,"Curso de Cloud","Certificado AWS",Go,React,10,193,15,30,11,1,"Não sei o que melhorar",0,0,6,1,5,Startup,Estágio
918,30,Outro,MG,"Sistemas de Informação",2020,1,"Curso de SQL","Certificado Azure",JavaScript,Spring,10,99,4,16,3,1,"Despreparo técnico",1,0,45,1,12,"Órgão Público",PJ
919,24,Outro,PE,"Redes de Computadores",2017,0,Nenhum,"Certificado AWS",TypeScript,Django,12,156,9,8,17,0,"Pouco networking",1,1,7,1,7,Multinacional,PJ
920,31,Outro,PE,"Ciência da Computação",2017,1,"Curso de Cloud","Certificado AWS",Java,Node.js,5,22,26,2,12,1,"Mercado competitivo",0,1,4,1,6,Multinacional,Temporário
921,32,Feminino,DF,"Sistemas de Informação",2022,0,"Curso de Cloud","Certificado Oracle",Ruby,Node.js,2,125,26,23,14,0,"Falta de experiência",1,1,2,0,12,Startup,Freelancer
922,22,Feminino,SP,"Engenharia da Computação",2022,1,"Curso de Dados","Certificado Google",JavaScript,Laravel,0,120,27,37,0,1,"Falta de experiência",0,0,12,1,2,Multinacional,PJ
923,24,Masculino,RS,"Análise de Sistemas",2017,1,"Curso de Python","Certificado Oracle",JavaScript,Django,1,47,0,16,13,0,"Pouco networking",1,1,36,0,3,Startup,Freelancer
924,19,Outro,PE,"Ciência da Computação",2016,0,Nenhum,"Certificado Azure",Go,Django,2,113,16,4,16,1,"Falta de experiência",1,1,39,0,8,"Empresa Média",PJ
925,27,Feminino,RJ,"Ciência da Computação",2017,1,"Curso de Python","Certificado Oracle",Java,Laravel,4,105,4,6,4,0,"Não sei o que melhorar",0,0,6,0,5,"Órgão Público",PJ
926,23,Masculino,RS,"Redes de Computadores",2021,0,"Curso de SQL","Certificado Google",Ruby,Django,2,97,3,4,1,0,"Não sei o que melhorar",1,1,5,0,12,"Grande Empresa",Freelancer
927,25,Masculino,SC,"Sistemas de Informação",2025,1,"Curso de SQL","Certificado AWS",TypeScript,Node.js,3,145,5,40,9,1,"Mercado competitivo",0,0,6,0,3,Startup,Temporário
928,21,Masculino,RJ,"Ciência da Computação",2022,0,"Curso de Cloud","Certificado Azure",Java,Django,1,38,23,13,0,0,"Mercado competitivo",1,1,0,0,7,"Empresa Média",Freelancer
929,29,Masculino,DF,"Ciência da Computação",2020,0,Nenhum,"Certificado AWS",TypeScript,Flutter,23,190,26,26,0,0,"Pouco networking",1,0,35,0,7,Startup,Estágio
930,25,Masculino,MG,"Sistemas de Informação",2023,1,"Curso de Dados","Certificado Google",PHP,Flutter,13,4,14,19,8,0,"Não sei o que melhorar",1,1,8,1,3,"Empresa Média",CLT
931,18,Masculino,PE,"Análise de Sistemas",2021,0,"Curso de SQL","Certificado AWS",Python,Flutter,4,74,7,5,16,1,"Não sei o que melhorar",1,1,15,1,12,"Órgão Público",Freelancer
932,24,Feminino,PR,"Análise de Sistemas",2019,1,"Curso de Dados","Certificado Azure",Python,Spring,19,45,21,48,12,0,"Falta de experiência",0,0,42,1,12,"Empresa Média",Temporário
933,29,Outro,RJ,"Análise de Sistemas",2022,1,"Curso de Python","Certificado Google",Python,React,10,160,22,15,7,1,"Falta de experiência",1,0,7,0,8,Multinacional,CLT
934,21,Outro,DF,"Análise de Sistemas",2023,1,"Curso de Frontend","Certificado Google",Go,Node.js,10,29,13,41,15,0,"Mercado competitivo",0,0,26,0,7,"Empresa Média",Freelancer
935,23,Masculino,RJ,"Sistemas de Informação",2015,1,"Curso de Dados","Certificado Azure",C#,.NET,13,94,18,35,14,0,"Despreparo técnico",1,1,23,1,5,Startup,PJ
936,27,Masculino,PE,"Análise de Sistemas",2021,0,"Curso de Cloud","Certificado Azure",Python,Spring,5,117,8,32,7,1,"Não sei o que melhorar",0,0,27,0,5,Startup,Temporário
937,22,Masculino,SP,"Redes de Computadores",2016,1,"Curso de SQL","Certificado Azure",Go,Spring,18,51,28,45,14,1,"Pouco networking",1,0,8,0,11,"Órgão Público",CLT
938,29,Feminino,DF,"Engenharia da Computação",2022,1,Nenhum,"Certificado Oracle",PHP,Flutter,3,141,4,32,15,1,"Mercado competitivo",1,1,9,0,8,Multinacional,Temporário
939,21,Masculino,DF,"Ciência da Computação",2022,0,Nenhum,"Certificado Oracle",TypeScript,.NET,17,39,23,19,11,1,"Não sei o que melhorar",0,0,13,0,10,"Grande Empresa",Temporário
940,22,Feminino,SC,"Ciência da Computação",2024,1,"Curso de Dados",Nenhum,JavaScript,.NET,0,141,14,15,1,0,"Despreparo técnico",0,0,12,0,7,"Empresa Média",Estágio
941,32,Masculino,RJ,"Redes de Computadores",2022,0,"Curso de SQL","Certificado Oracle",C#,Spring,22,179,19,30,1,0,"Mercado competitivo",1,1,22,0,2,"Órgão Público",Freelancer
942,19,Feminino,PE,"Engenharia da Computação",2020,1,Nenhum,"Certificado Google",PHP,Node.js,15,70,25,9,8,0,"Despreparo técnico",0,0,24,1,2,"Órgão Público",Freelancer
943,22,Feminino,RJ,"Redes de Computadores",2015,1,"Curso de Cloud","Certificado Azure",JavaScript,Spring,15,87,6,39,6,0,"Falta de experiência",1,1,28,0,7,"Empresa Média",Estágio
944,18,Feminino,MG,"Redes de Computadores",2023,0,"Curso de Cloud","Certificado Google",JavaScript,.NET,12,60,0,9,17,1,"Não sei o que melhorar",0,0,24,0,1,"Grande Empresa",Freelancer
945,29,Masculino,RS,"Ciência da Computação",2021,1,"Curso de Dados","Certificado AWS",Python,Laravel,1,157,23,28,10,1,"Despreparo técnico",1,0,1,1,2,Startup,Temporário
946,26,Feminino,PE,"Redes de Computadores",2024,1,"Curso de Python","Certificado Google",TypeScript,Spring,22,26,25,40,11,0,"Não sei o que melhorar",1,0,36,1,7,"Empresa Média",Freelancer
947,27,Feminino,DF,"Sistemas de Informação",2017,0,"Curso de Cloud","Certificado AWS",Java,Angular,21,12,19,3,8,1,"Não sei o que melhorar",0,0,11,1,2,"Órgão Público",Freelancer
948,31,Outro,BA,"Redes de Computadores",2018,1,"Curso de SQL","Certificado Google",Python,Flutter,15,64,20,21,3,0,"Não sei o que melhorar",1,0,47,1,12,"Empresa Média",Freelancer
949,28,Outro,PE,"Análise de Sistemas",2021,1,Nenhum,"Certificado AWS",TypeScript,Django,19,168,23,21,15,0,"Mercado competitivo",0,0,39,1,5,Multinacional,Temporário
950,18,Masculino,SC,"Análise de Sistemas",2025,1,"Curso de SQL","Certificado Oracle",Go,Flutter,20,61,0,9,18,1,"Falta de experiência",1,1,14,1,8,"Órgão Público",Freelancer
951,28,Outro,DF,"Ciência da Computação",2019,1,"Curso de Python","Certificado AWS",Go,Laravel,6,152,0,42,3,0,"Pouco networking",1,0,2,0,2,"Empresa Média",Freelancer
952,24,Outro,PE,"Redes de Computadores",2016,1,"Curso de Cloud","Certificado Google",C#,Laravel,4,81,14,7,6,0,"Pouco networking",0,1,14,1,10,Startup,Freelancer
953,26,Outro,SC,"Ciência da Computação",2019,0,"Curso de Frontend",Nenhum,Python,Django,23,17,13,47,8,0,"Pouco networking",1,0,4,0,7,"Empresa Média",Estágio
954,18,Feminino,BA,"Sistemas de Informação",2024,0,"Curso de Dados","Certificado Azure",JavaScript,Angular,19,84,20,3,7,0,"Despreparo técnico",1,0,19,0,1,Multinacional,Freelancer
955,21,Feminino,SC,"Engenharia da Computação",2021,1,"Curso de Cloud","Certificado AWS",C#,Node.js,18,164,25,42,12,0,"Mercado competitivo",1,0,23,1,4,"Empresa Média",Estágio
956,19,Feminino,PE,"Engenharia da Computação",2015,0,"Curso de Python","Certificado AWS",Java,Flutter,5,52,17,4,14,0,"Despreparo técnico",1,1,22,0,9,"Empresa Média",CLT
957,19,Outro,BA,"Análise de Sistemas",2025,1,"Curso de SQL","Certificado Azure",C#,Node.js,18,181,6,18,3,1,"Despreparo técnico",0,1,20,1,10,Startup,CLT
958,27,Feminino,PR,"Redes de Computadores",2020,1,"Curso de Dados","Certificado Oracle",Go,.NET,21,45,12,22,19,0,"Não sei o que melhorar",1,1,13,1,12,Startup,Estágio
959,20,Feminino,RS,"Análise de Sistemas",2016,1,"Curso de Dados","Certificado AWS",Go,Spring,5,69,0,48,17,0,"Despreparo técnico",1,1,37,1,6,"Grande Empresa",Freelancer
960,32,Masculino,SC,"Redes de Computadores",2022,0,Nenhum,"Certificado Oracle",Java,React,0,137,13,6,7,0,"Despreparo técnico",1,0,48,1,5,Startup,CLT
961,24,Outro,SP,"Ciência da Computação",2020,1,"Curso de Python","Certificado Oracle",C#,Flutter,1,60,10,44,7,0,"Não sei o que melhorar",1,1,23,1,9,Startup,Temporário
962,18,Masculino,RS,"Análise de Sistemas",2019,1,"Curso de Frontend","Certificado Google",C#,Spring,16,166,4,8,9,1,"Mercado competitivo",1,0,43,1,3,Startup,Temporário
963,19,Feminino,RS,"Sistemas de Informação",2021,1,Nenhum,Nenhum,Python,Node.js,10,44,25,26,2,0,"Não sei o que melhorar",1,1,18,1,5,"Grande Empresa",CLT
964,20,Feminino,RJ,"Sistemas de Informação",2018,0,"Curso de SQL","Certificado Azure",TypeScript,Flutter,23,27,23,25,3,0,"Mercado competitivo",1,1,46,1,11,Multinacional,CLT
965,18,Masculino,MG,"Sistemas de Informação",2022,0,"Curso de Python","Certificado AWS",Ruby,Node.js,6,74,2,12,0,0,"Pouco networking",1,1,4,0,7,"Empresa Média",Temporário
966,26,Outro,PE,"Ciência da Computação",2023,0,"Curso de SQL","Certificado AWS",PHP,React,11,61,2,27,8,0,"Pouco networking",1,1,47,1,2,"Empresa Média",Freelancer
967,23,Feminino,DF,"Análise de Sistemas",2021,1,"Curso de Cloud","Certificado Google",Java,Spring,9,41,26,37,2,0,"Despreparo técnico",0,1,16,1,9,"Órgão Público",CLT
968,22,Masculino,PR,"Redes de Computadores",2022,1,"Curso de SQL","Certificado Azure",Go,Spring,21,140,24,48,7,0,"Falta de experiência",0,0,6,1,9,Startup,Estágio
969,25,Outro,PE,"Análise de Sistemas",2024,1,"Curso de Python",Nenhum,C#,Spring,20,127,19,16,13,0,"Mercado competitivo",1,1,4,0,4,"Empresa Média",CLT
970,31,Masculino,RJ,"Ciência da Computação",2024,1,"Curso de Dados","Certificado Oracle",Ruby,.NET,14,159,4,19,8,0,"Não sei o que melhorar",0,1,3,0,1,"Órgão Público",Estágio
971,23,Outro,MG,"Engenharia da Computação",2021,0,Nenhum,Nenhum,C#,Spring,17,28,14,46,4,0,"Mercado competitivo",1,0,19,1,8,Multinacional,CLT
972,28,Masculino,MG,"Engenharia da Computação",2021,1,"Curso de Dados","Certificado AWS",Java,.NET,21,22,25,47,4,0,"Pouco networking",1,0,41,0,6,"Órgão Público",Temporário
973,30,Masculino,RS,"Engenharia da Computação",2019,0,"Curso de Python","Certificado Azure",C#,Spring,18,68,11,48,12,0,"Falta de experiência",1,0,5,0,4,Startup,PJ
974,26,Outro,PE,"Ciência da Computação",2019,1,"Curso de Cloud","Certificado Azure",Java,React,16,42,29,15,12,0,"Mercado competitivo",0,0,44,0,6,Multinacional,Freelancer
975,28,Outro,PE,"Ciência da Computação",2018,1,"Curso de Frontend","Certificado Azure",Go,Flutter,7,184,20,32,3,1,"Não sei o que melhorar",1,0,45,1,8,"Grande Empresa",Temporário
